,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,event,event_lower,event_upper,holidays,holidays_lower,holidays_upper,superholiday,superholiday_lower,superholiday_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,こどもの日,こどもの日_lower,こどもの日_upper,みどりの日,みどりの日_lower,みどりの日_upper,体育の日,体育の日_lower,体育の日_upper,元日,元日_lower,元日_upper,勤労感謝の日,勤労感謝の日_lower,勤労感謝の日_upper,即位礼正殿の儀が行われる日,即位礼正殿の儀が行われる日_lower,即位礼正殿の儀が行われる日_upper,国民の休日,国民の休日_lower,国民の休日_upper,天皇の即位の日,天皇の即位の日_lower,天皇の即位の日_upper,天皇誕生日,天皇誕生日_lower,天皇誕生日_upper,山の日,山の日_lower,山の日_upper,建国記念の日,建国記念の日_lower,建国記念の日_upper,憲法記念日,憲法記念日_lower,憲法記念日_upper,成人の日,成人の日_lower,成人の日_upper,振替休日,振替休日_lower,振替休日_upper,敬老の日,敬老の日_lower,敬老の日_upper,文化の日,文化の日_lower,文化の日_upper,春分の日,春分の日_lower,春分の日_upper,昭和の日,昭和の日_lower,昭和の日_upper,海の日,海の日_lower,海の日_upper,秋分の日,秋分の日_lower,秋分の日_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2018-04-26,125733.79600236818,81220.99849249356,163268.03398313155,125733.79600236818,125733.79600236818,-3572.6304095631085,-3572.6304095631085,-3572.6304095631085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15462.756748193728,-15462.756748193728,-15462.756748193728,11890.126338630618,11890.126338630618,11890.126338630618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122161.16559280507
1,2018-04-27,125686.5682008351,84954.75689490812,165464.97241386274,125686.5682008351,125686.5682008351,259.673526112474,259.673526112474,259.673526112474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10972.066835521775,-10972.066835521775,-10972.066835521775,11231.74036163425,11231.74036163425,11231.74036163425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125946.24172694757
2,2018-04-28,125639.340399302,180398.25601222896,263734.6258440311,125639.340399302,125639.340399302,97745.0571602474,97745.0571602474,97745.0571602474,53507.79378410487,53507.79378410487,53507.79378410487,53507.79378410487,53507.79378410487,53507.79378410487,0.0,0.0,0.0,33634.20688078797,33634.20688078797,33634.20688078797,10603.056495354542,10603.056495354542,10603.056495354542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223384.3975595494
3,2018-04-29,125592.11259776892,256912.18111106096,340366.2918767904,125592.11259776892,125592.11259776892,172466.68002240174,172466.68002240174,172466.68002240174,60149.74531866876,60149.74531866876,60149.74531866876,116884.64945472397,116884.64945472397,116884.64945472397,69141.13809161693,69141.13809161693,69141.13809161693,45576.77781461278,45576.77781461278,45576.77781461278,10005.252753064988,10005.252753064988,10005.252753064988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12406.233955561709,-12406.233955561709,-12406.233955561709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298058.7926201706
4,2018-04-30,125544.88479623583,219994.73426666632,302352.4767964001,125544.88479623583,125544.88479623583,133996.25182450123,133996.25182450123,133996.25182450123,60149.74531866876,60149.74531866876,60149.74531866876,133897.64472794562,133897.64472794562,133897.64472794562,19747.280095787468,19747.280095787468,19747.280095787468,-9341.050070894598,-9341.050070894598,-9341.050070894598,9439.657167450216,9439.657167450216,9439.657167450216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000.619313489406,54000.619313489406,54000.619313489406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259541.13662073706
5,2018-05-01,125497.65699470275,86312.09976871341,169904.73496207464,125497.65699470276,125497.65699470276,2427.702894733182,2427.702894733182,2427.702894733182,6641.951534563897,6641.951534563897,6641.951534563897,6641.951534563897,6641.951534563897,6641.951534563897,0.0,0.0,0.0,-13122.015561044564,-13122.015561044564,-13122.015561044564,8907.76692121385,8907.76692121385,8907.76692121385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127925.35988943593
6,2018-05-03,125403.20139163657,237881.1389271964,322512.18305031914,125403.20139163657,125403.20139163657,153986.4315467504,153986.4315467504,153986.4315467504,53507.79378410487,53507.79378410487,53507.79378410487,161497.3559493837,161497.3559493837,161497.3559493837,69141.13809161693,69141.13809161693,69141.13809161693,-15462.756748153775,-15462.756748153775,-15462.756748153775,7951.83234552046,7951.83234552046,7951.83234552046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38848.42407366192,38848.42407366192,38848.42407366192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279389.632938387
7,2018-05-04,125355.97359010349,237267.02366434468,316727.4962305835,125355.97359010349,125355.97359010349,151891.65890346875,151891.65890346875,151891.65890346875,60149.74531866876,60149.74531866876,60149.74531866876,155332.3598786186,155332.3598786186,155332.3598786186,88888.4181874044,88888.4181874044,88888.4181874044,-10972.066835479482,-10972.066835479482,-10972.066835479482,7531.365860329633,7531.365860329633,7531.365860329633,0.0,0.0,0.0,6294.196372545428,6294.196372545428,6294.196372545428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277247.63249357225
8,2018-05-05,125308.74578857039,271856.9066467798,355608.66389665275,125308.74578857039,125308.74578857039,187869.71414460693,187869.71414460693,187869.71414460693,60149.74531866876,60149.74531866876,60149.74531866876,147083.91535798748,147083.91535798748,147083.91535798748,88888.4181874044,88888.4181874044,88888.4181874044,33634.2068807963,33634.2068807963,33634.2068807963,7151.591905823172,7151.591905823172,7151.591905823172,-1954.2481480856923,-1954.2481480856923,-1954.2481480856923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313178.45993317734
9,2018-05-06,125261.51798703731,165426.6917563847,243487.2185096535,125261.51798703731,125261.51798703731,78780.10303846581,78780.10303846581,78780.10303846581,6641.951534563897,6641.951534563897,6641.951534563897,26389.231630351365,26389.231630351365,26389.231630351365,19747.280095787468,19747.280095787468,19747.280095787468,45576.77781459568,45576.77781459568,45576.77781459568,6814.093593518758,6814.093593518758,6814.093593518758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204041.62102550312
10,2018-05-07,125214.29018550421,81267.43132672258,164492.8399933192,125214.29018550421,125214.29018550421,-2820.90091350007,-2820.90091350007,-2820.90091350007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9341.050070892361,-9341.050070892361,-9341.050070892361,6520.14915739229,6520.14915739229,6520.14915739229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122393.38927200415
11,2018-05-08,125167.06238397113,74280.0935722409,158506.29945352618,125167.06238397113,125167.06238397113,-6851.4250873937635,-6851.4250873937635,-6851.4250873937635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13122.015561054915,-13122.015561054915,-13122.015561054915,6270.590473661152,6270.590473661152,6270.590473661152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118315.63729657736
12,2018-05-10,125072.60678090496,76323.74477821052,157561.25718106588,125072.60678090496,125072.60678090496,-9557.886113171855,-9557.886113171855,-9557.886113171855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15462.756748166577,-15462.756748166577,-15462.756748166577,5904.870634994721,5904.870634994721,5904.870634994721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115514.7206677331
13,2018-05-11,125025.37897937186,74680.30293655692,161621.6681577286,125025.37897937186,125025.37897937186,-5185.183252963074,-5185.183252963074,-5185.183252963074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10972.06683558061,-10972.06683558061,-10972.06683558061,5786.883582617536,5786.883582617536,5786.883582617536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119840.19572640878
14,2018-05-12,124978.15117783878,120657.13124030316,208819.63949865045,124978.15117783878,124978.15117783878,39343.604790798316,39343.604790798316,39343.604790798316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33634.20688081001,33634.20688081001,33634.20688081001,5709.397909988301,5709.397909988301,5709.397909988301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164321.7559686371
15,2018-05-13,124930.92337630568,134673.5367117608,218617.9808160842,124930.92337630568,124930.92337630568,51245.849199555574,51245.849199555574,51245.849199555574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45576.777814656896,45576.777814656896,45576.777814656896,5669.0713848986825,5669.0713848986825,5669.0713848986825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176176.77257586125
16,2018-05-14,124883.6955747726,78653.44272197854,161067.93129097088,124883.6955747726,124883.6955747726,-3679.579805426444,-3679.579805426444,-3679.579805426444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9341.050070890606,-9341.050070890606,-9341.050070890606,5661.470265464161,5661.470265464161,5661.470265464161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121204.11576934616
17,2018-05-15,124836.46777323954,76071.70321773965,160295.6639865159,124836.46777323954,124836.46777323954,-7440.960280476324,-7440.960280476324,-7440.960280476324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13122.015561045037,-13122.015561045037,-13122.015561045037,5681.055280568711,5681.055280568711,5681.055280568711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117395.50749276321
18,2018-05-17,124742.01218054944,70722.20948792728,155590.8002137141,124742.01218054944,124742.01218054944,-9688.465358226355,-9688.465358226355,-9688.465358226355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15462.756748124439,-15462.756748124439,-15462.756748124439,5774.291389898084,5774.291389898084,5774.291389898084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115053.54682232309
19,2018-05-18,124694.78438420438,77110.91763528458,161852.51336334282,124694.78438420438,124694.78438420438,-5140.296960602376,-5140.296960602376,-5140.296960602376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10972.066835538315,-10972.066835538315,-10972.066835538315,5831.769874935941,5831.769874935941,5831.769874935941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119554.487423602
20,2018-05-19,124647.55658785935,124182.07884836475,206820.67941153893,124647.55658785935,124647.55658785935,39518.55359548958,39518.55359548958,39518.55359548958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33634.20688089425,33634.20688089425,33634.20688089425,5884.346714595339,5884.346714595339,5884.346714595339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164166.11018334894
21,2018-05-20,124600.32879151429,189209.44308953118,270604.1355120671,124600.32879151429,124600.32879151429,105006.72903946754,105006.72903946754,105006.72903946754,53507.79378410487,53507.79378410487,53507.79378410487,53507.79378410487,53507.79378410487,53507.79378410487,0.0,0.0,0.0,45576.777814587374,45576.777814587374,45576.777814587374,5922.15744077531,5922.15744077531,5922.15744077531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229607.05783098182
22,2018-05-21,124553.10099516925,86208.78946722395,171639.17356904113,124553.10099516925,124553.10099516925,3235.8920828611267,3235.8920828611267,3235.8920828611267,6641.951534563897,6641.951534563897,6641.951534563897,6641.951534563897,6641.951534563897,6641.951534563897,0.0,0.0,0.0,-9341.050070930738,-9341.050070930738,-9341.050070930738,5934.990619227968,5934.990619227968,5934.990619227968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127788.99307803038
23,2018-05-22,124505.87319882419,74531.2811071974,159331.6446981664,124505.87319882419,124505.87319882419,-7209.476778115529,-7209.476778115529,-7209.476778115529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13122.015561048398,-13122.015561048398,-13122.015561048398,5912.538782932871,5912.538782932871,5912.538782932871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117296.39642070867
24,2018-05-24,124411.4176061341,73253.43651762983,158285.22767606354,124411.4176061341,124411.4176061341,-9741.032548452664,-9741.032548452664,-9741.032548452664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15462.756748189997,-15462.756748189997,-15462.756748189997,5721.724199737333,5721.724199737333,5721.724199737333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114670.38505768143
25,2018-05-25,124364.18980978905,74248.27494452981,155192.8915803522,124364.18980978905,124364.18980978905,-5437.276756297896,-5437.276756297896,-5437.276756297896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10972.066835567415,-10972.066835567415,-10972.066835567415,5534.790079269519,5534.790079269519,5534.790079269519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118926.91305349115
26,2018-05-26,124316.962013444,176185.32026404343,255412.2675050806,124316.962013444,124316.962013444,92418.01340139259,92418.01340139259,92418.01340139259,53507.79378410487,53507.79378410487,53507.79378410487,53507.79378410487,53507.79378410487,53507.79378410487,0.0,0.0,0.0,33634.206880826685,33634.206880826685,33634.206880826685,5276.01273646104,5276.01273646104,5276.01273646104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216734.9754148366
27,2018-05-27,124269.73421709896,258835.33104352758,346626.309711329,124269.73421709896,124269.73421709896,179806.52446736456,179806.52446736456,179806.52446736456,60149.74531866876,60149.74531866876,60149.74531866876,129290.88341028568,129290.88341028568,129290.88341028568,69141.13809161693,69141.13809161693,69141.13809161693,45576.77781458323,45576.77781458323,45576.77781458323,4938.863242495649,4938.863242495649,4938.863242495649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304076.2586844635
28,2018-05-28,124222.50642075391,104063.46153792401,187810.13823951955,124222.50642075391,124222.50642075391,21566.577842203387,21566.577842203387,21566.577842203387,6641.951534563897,6641.951534563897,6641.951534563897,26389.231630351365,26389.231630351365,26389.231630351365,19747.280095787468,19747.280095787468,19747.280095787468,-9341.050070802356,-9341.050070802356,-9341.050070802356,4518.396282654378,4518.396282654378,4518.396282654378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145789.0842629573
29,2018-05-29,124175.27862440886,73064.78592467321,158546.60736599602,124175.27862440886,124175.27862440886,-9110.540702982733,-9110.540702982733,-9110.540702982733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13122.01556104863,-13122.01556104863,-13122.01556104863,4011.474858065898,4011.474858065898,4011.474858065898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115064.73792142613
